"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","Check invalid user login: password field is null","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","52","Check get list of all users","API Tests","2026-07-21","passed","2026-07-21","Get Users","Users","",""
"","210","Check a new category creation category with whitespaces","API Tests","2026-07-21","passed","2026-07-21","Create Categories","Categories","",""
"","112","Check an existing category update, without image field","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","7","Check get user information","API Tests","2026-07-21","passed","2026-07-21","Get Users","Users","",""
"","18","Check a non-existing user deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Users","Users","",""
"","10","Check an existing category update, without name field","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","133","Check an existing category update, with all body fields","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","178","Check an existing user update, without email field","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","288","Check an existing user update, with all body fields","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","13","Check an existing category deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Categories","Categories","",""
"","153","Check a new category creation category without whitespaces","API Tests","2026-07-21","passed","2026-07-21","Create Categories","Categories","",""
"","132","Check a new user creation","API Tests","2026-07-21","passed","2026-07-21","Create Users","Users","",""
"","201","Check a non-existing user update","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","47","Check invalid user login: non-existent email value","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","25","Check invalid user login: email field is null","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","12","Check an existing user deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Users","Users","",""
"","26","Check get list of all categories","API Tests","2026-07-21","passed","2026-07-21","Get Categories","Categories","",""
"","6","Check get category by ID","API Tests","2026-07-21","passed","2026-07-21","Get Categories","Categories","",""
"","23","Check invalid user login: non email as email field value","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","24","Check get a non-existing user ","API Tests","2026-07-21","passed","2026-07-21","Get Users","Users","",""
"","13","Check an existing user update, without name","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","21","Check a non-existing category deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Categories","Categories","",""
"","9","Check login as user","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","21","Check get a non-existing category","API Tests","2026-07-21","passed","2026-07-21","Get Categories","Categories","",""
"","290","Check a non-existing user update","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
