"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1107","Check get all products by category","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","222","Check an existing user update, without email field","API Tests","2026-09-16","passed","2026-09-16","Update Users","Users","",""
"","180","Check an existing user update, with all body fields","API Tests","2026-09-16","passed","2026-09-16","Update Users","Users","",""
"","46","Check an existing category update, without name field","API Tests","2026-09-16","passed","2026-09-16","Update Categories","Categories","",""
"","115","Check get products with limit query param","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","128","Check a non-existing category deletion","API Tests","2026-09-16","passed","2026-09-16","Delete Categories","Categories","",""
"","107","Check get all products","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","300","Check a non-existing user update","API Tests","2026-09-16","passed","2026-09-16","Update Categories","Categories","",""
"","35","Check get product by slug","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","150","Check get a non-existing category by slug","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","153","Check get a non-existing product by ID","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","411","Create a new product creation","API Tests","2026-09-16","passed","2026-09-16","Create Products","Products","",""
"","213","Check get products with offset query param","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","193","Check invalid user login: password field is null","API Tests","2026-09-16","passed","2026-09-16","User Login","Auth","",""
"","107","Check refresh access token","API Tests","2026-09-16","passed","2026-09-16","Refreshing Access Token","Auth","",""
"","1064","Check get products related by: slug","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","34","Check get single category by slug","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","37","Check get user information","API Tests","2026-09-16","passed","2026-09-16","Get Users","Users","",""
"","134","Check get a non-existing category by id","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","178","Check invalid retrieving user profile: ","API Tests","2026-09-16","passed","2026-09-16","Retrieving User Profile","Auth","",""
"","115","Check a non-existing user deletion","API Tests","2026-09-16","passed","2026-09-16","Delete Users","Users","",""
"","35","Check get product by ID","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","178","Check an existing category update, without image field","API Tests","2026-09-16","passed","2026-09-16","Update Categories","Categories","",""
"","116","Check get a non-existing product by slug","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","69","Check an existing product deletion","API Tests","2026-09-16","passed","2026-09-16","Delete Products","Products","",""
"","64","Check an existing category deletion","API Tests","2026-09-16","passed","2026-09-16","Delete Categories","Categories","",""
"","1250","Check a new category creation category without whitespaces","API Tests","2026-09-16","passed","2026-09-16","Create Categories","Categories","",""
"","32","Check get list of all categories","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","115","Check get a non-existing user ","API Tests","2026-09-16","passed","2026-09-16","Get Users","Users","",""
"","101","Check invalid retrieving user profile: ","API Tests","2026-09-16","passed","2026-09-16","Retrieving User Profile","Auth","",""
"","583","Check an existing category update, with all body fields","API Tests","2026-09-16","passed","2026-09-16","Update Categories","Categories","",""
"","459","Check a new category creation category with whitespaces","API Tests","2026-09-16","passed","2026-09-16","Create Categories","Categories","",""
"","177","Check invalid user login: non-existent email value","API Tests","2026-09-16","passed","2026-09-16","User Login","Auth","",""
"","263","Check a new user creation","API Tests","2026-09-16","passed","2026-09-16","Create Users","Users","",""
"","74","Check retrieving user profile","API Tests","2026-09-16","passed","2026-09-16","Retrieving User Profile","Auth","",""
"","247","Check a non-existing user update","API Tests","2026-09-16","passed","2026-09-16","Update Users","Users","",""
"","64","Check an existing user update, without name","API Tests","2026-09-16","passed","2026-09-16","Update Users","Users","",""
"","209","Check an existing product update","API Tests","2026-09-16","skipped","2026-09-16","Update Products","Products","",""
"","88","Check an existing user deletion","API Tests","2026-09-16","passed","2026-09-16","Delete Users","Users","",""
"","37","Check get all products by category when category have 0 products","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","159","Check get list of all users","API Tests","2026-09-16","passed","2026-09-16","Get Users","Users","",""
"","38","Check login as user","API Tests","2026-09-16","passed","2026-09-16","User Login","Auth","",""
"","1047","Check get products related by: id","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","158","Check a non-existing product deletion","API Tests","2026-09-16","passed","2026-09-16","Delete Products","Products","",""
"","134","Check invalid user login: email field is null","API Tests","2026-09-16","passed","2026-09-16","User Login","Auth","",""
"","42","Check get single category by id","API Tests","2026-09-16","passed","2026-09-16","Get Categories","Categories","",""
"","118","Check get products with limit and offset query param","API Tests","2026-09-16","passed","2026-09-16","Get Products","Products","",""
"","122","Check invalid user login: non email as email field value","API Tests","2026-09-16","passed","2026-09-16","User Login","Auth","",""
