"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","185","Check invalid user login: password field is null","API Tests","2026-08-22","passed","2026-08-22","User Login","Auth","",""
"","305","Check a new user creation","API Tests","2026-08-22","passed","2026-08-22","Create Users","Users","",""
"","184","Check a non-existing product deletion","API Tests","2026-08-22","passed","2026-08-22","Delete Products","Products","",""
"","197","Create a new product creation","API Tests","2026-08-22","passed","2026-08-22","Create Products","Products","",""
"","1177","Check a new category creation category without whitespaces","API Tests","2026-08-22","passed","2026-08-22","Create Categories","Categories","",""
"","185","Check get a non-existing user ","API Tests","2026-08-22","passed","2026-08-22","Get Users","Users","",""
"","61","Check get product by slug","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","237","Check invalid retrieving user profile: ","API Tests","2026-08-22","passed","2026-08-22","Retrieving User Profile","Auth","",""
"","184","Check get a non-existing product by slug","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","244","Check an existing user update, with all body fields","API Tests","2026-08-22","passed","2026-08-22","Update Users","Users","",""
"","59","Check get user information","API Tests","2026-08-22","passed","2026-08-22","Get Users","Users","",""
"","322","Check a new category creation category with whitespaces","API Tests","2026-08-22","passed","2026-08-22","Create Categories","Categories","",""
"","295","Check a non-existing user update","API Tests","2026-08-22","passed","2026-08-22","Update Categories","Categories","",""
"","61","Check login as user","API Tests","2026-08-22","passed","2026-08-22","User Login","Auth","",""
"","198","Check invalid user login: non email as email field value","API Tests","2026-08-22","passed","2026-08-22","User Login","Auth","",""
"","900","Check get products related by: slug","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","196","Check invalid user login: email field is null","API Tests","2026-08-22","passed","2026-08-22","User Login","Auth","",""
"","60","Check get single category by id","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
"","333","Check a non-existing user update","API Tests","2026-08-22","passed","2026-08-22","Update Users","Users","",""
"","62","Check get all products by category when category have 0 products","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
"","188","Check refresh access token","API Tests","2026-08-22","passed","2026-08-22","Refreshing Access Token","Auth","",""
"","118","Check an existing category deletion","API Tests","2026-08-22","passed","2026-08-22","Delete Categories","Categories","",""
"","240","Check get all products","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","121","Check an existing product deletion","API Tests","2026-08-22","passed","2026-08-22","Delete Products","Products","",""
"","60","Check an existing category update, without name field","API Tests","2026-08-22","passed","2026-08-22","Update Categories","Categories","",""
"","59","Check get single category by slug","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
"","120","Check retrieving user profile","API Tests","2026-08-22","passed","2026-08-22","Retrieving User Profile","Auth","",""
"","371","Check get products with offset query param","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","193","Check a non-existing category deletion","API Tests","2026-08-22","passed","2026-08-22","Delete Categories","Categories","",""
"","182","Check a non-existing user deletion","API Tests","2026-08-22","passed","2026-08-22","Delete Users","Users","",""
"","59","Check get product by ID","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","120","Check an existing user deletion","API Tests","2026-08-22","passed","2026-08-22","Delete Users","Users","",""
"","204","Check an existing user update, without email field","API Tests","2026-08-22","passed","2026-08-22","Update Users","Users","",""
"","180","Check get a non-existing product by ID","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","121","Check an existing user update, without name","API Tests","2026-08-22","passed","2026-08-22","Update Users","Users","",""
"","247","Check get list of all users","API Tests","2026-08-22","passed","2026-08-22","Get Users","Users","",""
"","238","Check invalid user login: non-existent email value","API Tests","2026-08-22","passed","2026-08-22","User Login","Auth","",""
"","1193","Check get products related by: id","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","159","Check an existing product update","API Tests","2026-08-22","skipped","2026-08-22","Update Products","Products","",""
"","225","Check an existing category update, with all body fields","API Tests","2026-08-22","passed","2026-08-22","Update Categories","Categories","",""
"","1029","Check get all products by category","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
"","116","Check get list of all categories","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
"","180","Check get products with limit query param","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","192","Check invalid retrieving user profile: ","API Tests","2026-08-22","passed","2026-08-22","Retrieving User Profile","Auth","",""
"","181","Check get products with limit and offset query param","API Tests","2026-08-22","passed","2026-08-22","Get Products","Products","",""
"","180","Check get a non-existing category by id","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
"","186","Check an existing category update, without image field","API Tests","2026-08-22","passed","2026-08-22","Update Categories","Categories","",""
"","193","Check get a non-existing category by slug","API Tests","2026-08-22","passed","2026-08-22","Get Categories","Categories","",""
