"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2847","Check a non-existing category deletion","API Tests","2026-09-18","passed","2026-09-18","Delete Categories","Categories","",""
"","198","Check invalid user login: non-existent email value","API Tests","2026-09-18","passed","2026-09-18","User Login","Auth","",""
"","38","Check get list of all categories","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","33","Check get single category by id","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","1094","Check get products related by: slug","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","48","Check login as user","API Tests","2026-09-18","passed","2026-09-18","User Login","Auth","",""
"","2744","Check invalid user login: non email as email field value","API Tests","2026-09-18","passed","2026-09-18","User Login","Auth","",""
"","39","Check an existing category update, without name field","API Tests","2026-09-18","passed","2026-09-18","Update Categories","Categories","",""
"","114","Check a non-existing product deletion","API Tests","2026-09-18","passed","2026-09-18","Delete Products","Products","",""
"","114","Check get a non-existing product by ID","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","153","Check get list of all users","API Tests","2026-09-18","passed","2026-09-18","Get Users","Users","",""
"","131","Check get a non-existing product by slug","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","119","Check refresh access token","API Tests","2026-09-18","passed","2026-09-18","Refreshing Access Token","Auth","",""
"","180","Check get products with offset query param","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","131","Check get products with limit query param","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","321","Check a non-existing user update","API Tests","2026-09-18","passed","2026-09-18","Update Users","Users","",""
"","256","Check a new user creation","API Tests","2026-09-18","passed","2026-09-18","Create Users","Users","",""
"","142","Check get a non-existing category by id","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","266","Check an existing category update, without image field","API Tests","2026-09-18","passed","2026-09-18","Update Categories","Categories","",""
"","336","Check a new category creation category without whitespaces","API Tests","2026-09-18","passed","2026-09-18","Create Categories","Categories","",""
"","220","Check a non-existing user update","API Tests","2026-09-18","passed","2026-09-18","Update Categories","Categories","",""
"","223","Check an existing user update, without email field","API Tests","2026-09-18","passed","2026-09-18","Update Users","Users","",""
"","36","Check get product by ID","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","134","Check a non-existing user deletion","API Tests","2026-09-18","passed","2026-09-18","Delete Users","Users","",""
"","71","Check an existing user deletion","API Tests","2026-09-18","passed","2026-09-18","Delete Users","Users","",""
"","45","Check get product by slug","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","84","Check an existing category deletion","API Tests","2026-09-18","passed","2026-09-18","Delete Categories","Categories","",""
"","202","Check an existing user update, with all body fields","API Tests","2026-09-18","passed","2026-09-18","Update Users","Users","",""
"","94","Check an existing user update, without name","API Tests","2026-09-18","passed","2026-09-18","Update Users","Users","",""
"","45","Check get single category by slug","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","159","Check get a non-existing category by slug","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","207","Check invalid retrieving user profile: ","API Tests","2026-09-18","passed","2026-09-18","Retrieving User Profile","Auth","",""
"","324","Check an existing category update, with all body fields","API Tests","2026-09-18","passed","2026-09-18","Update Categories","Categories","",""
"","38","Check get user information","API Tests","2026-09-18","passed","2026-09-18","Get Users","Users","",""
"","194","Check invalid user login: password field is null","API Tests","2026-09-18","passed","2026-09-18","User Login","Auth","",""
"","66","Check retrieving user profile","API Tests","2026-09-18","passed","2026-09-18","Retrieving User Profile","Auth","",""
"","1075","Check get products related by: id","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","210","Check an existing product update","API Tests","2026-09-18","skipped","2026-09-18","Update Products","Products","",""
"","400","Check a new category creation category with whitespaces","API Tests","2026-09-18","passed","2026-09-18","Create Categories","Categories","",""
"","133","Check invalid retrieving user profile: ","API Tests","2026-09-18","passed","2026-09-18","Retrieving User Profile","Auth","",""
"","67","Check an existing product deletion","API Tests","2026-09-18","passed","2026-09-18","Delete Products","Products","",""
"","943","Check get all products by category","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","89","Check get all products","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
"","267","Create a new product creation","API Tests","2026-09-18","passed","2026-09-18","Create Products","Products","",""
"","35","Check get all products by category when category have 0 products","API Tests","2026-09-18","passed","2026-09-18","Get Categories","Categories","",""
"","109","Check get a non-existing user ","API Tests","2026-09-18","passed","2026-09-18","Get Users","Users","",""
"","153","Check invalid user login: email field is null","API Tests","2026-09-18","passed","2026-09-18","User Login","Auth","",""
"","125","Check get products with limit and offset query param","API Tests","2026-09-18","passed","2026-09-18","Get Products","Products","",""
