"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Check login as user","API Tests","2026-08-20","passed","2026-08-20","User Login","Auth","",""
"","141","Check a non-existing product deletion","API Tests","2026-08-20","passed","2026-08-20","Delete Products","Products","",""
"","117","Check get list of all users","API Tests","2026-08-20","passed","2026-08-20","Get Users","Users","",""
"","98","Check get a non-existing category by id","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","159","Check an existing user update, with all body fields","API Tests","2026-08-20","passed","2026-08-20","Update Users","Users","",""
"","109","Check invalid user login: email field is null","API Tests","2026-08-20","passed","2026-08-20","User Login","Auth","",""
"","285","Check a new category creation category without whitespaces","API Tests","2026-08-20","passed","2026-08-20","Create Categories","Categories","",""
"","125","Check get products with limit and offset query param","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","140","Check invalid user login: password field is null","API Tests","2026-08-20","passed","2026-08-20","User Login","Auth","",""
"","97","Check get a non-existing user ","API Tests","2026-08-20","passed","2026-08-20","Get Users","Users","",""
"","123","Check a non-existing user deletion","API Tests","2026-08-20","passed","2026-08-20","Delete Users","Users","",""
"","164","Check get all products","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","842","Check get all products by category","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","1024","Check get products related by: slug","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","34","Check an existing category update, without name field","API Tests","2026-08-20","passed","2026-08-20","Update Categories","Categories","",""
"","63","Check an existing category deletion","API Tests","2026-08-20","passed","2026-08-20","Delete Categories","Categories","",""
"","59","Check an existing product deletion","API Tests","2026-08-20","passed","2026-08-20","Delete Products","Products","",""
"","113","Check get a non-existing category by slug","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","38","Check get single category by id","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","44","Check get all products by category when category have 0 products","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","131","Check get a non-existing product by slug","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","218","Check a non-existing user update","API Tests","2026-08-20","passed","2026-08-20","Update Users","Users","",""
"","42","Check get list of all categories","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","130","Check invalid retrieving user profile: ","API Tests","2026-08-20","passed","2026-08-20","Retrieving User Profile","Auth","",""
"","135","Check invalid user login: non email as email field value","API Tests","2026-08-20","passed","2026-08-20","User Login","Auth","",""
"","234","Check get products with offset query param","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","183","Check invalid retrieving user profile: ","API Tests","2026-08-20","passed","2026-08-20","Retrieving User Profile","Auth","",""
"","212","Check an existing category update, with all body fields","API Tests","2026-08-20","passed","2026-08-20","Update Categories","Categories","",""
"","187","Check an existing category update, without image field","API Tests","2026-08-20","passed","2026-08-20","Update Categories","Categories","",""
"","104","Check a non-existing category deletion","API Tests","2026-08-20","passed","2026-08-20","Delete Categories","Categories","",""
"","184","Check an existing user update, without email field","API Tests","2026-08-20","passed","2026-08-20","Update Users","Users","",""
"","105","Check get products with limit query param","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","96","Check refresh access token","API Tests","2026-08-20","passed","2026-08-20","Refreshing Access Token","Auth","",""
"","184","Create a new product creation","API Tests","2026-08-20","passed","2026-08-20","Create Products","Products","",""
"","192","Check a non-existing user update","API Tests","2026-08-20","passed","2026-08-20","Update Categories","Categories","",""
"","417","Check a new category creation category with whitespaces","API Tests","2026-08-20","passed","2026-08-20","Create Categories","Categories","",""
"","45","Check get single category by slug","API Tests","2026-08-20","passed","2026-08-20","Get Categories","Categories","",""
"","82","Check an existing user update, without name","API Tests","2026-08-20","passed","2026-08-20","Update Users","Users","",""
"","75","Check retrieving user profile","API Tests","2026-08-20","passed","2026-08-20","Retrieving User Profile","Auth","",""
"","39","Check get product by ID","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","226","Check a new user creation","API Tests","2026-08-20","passed","2026-08-20","Create Users","Users","",""
"","1031","Check get products related by: id","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","130","Check an existing product update","API Tests","2026-08-20","skipped","2026-08-20","Update Products","Products","",""
"","35","Check get user information","API Tests","2026-08-20","passed","2026-08-20","Get Users","Users","",""
"","38","Check get product by slug","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","64","Check an existing user deletion","API Tests","2026-08-20","passed","2026-08-20","Delete Users","Users","",""
"","92","Check get a non-existing product by ID","API Tests","2026-08-20","passed","2026-08-20","Get Products","Products","",""
"","198","Check invalid user login: non-existent email value","API Tests","2026-08-20","passed","2026-08-20","User Login","Auth","",""
