"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","185","Check a new category creation category without whitespaces","API Tests","2026-08-26","passed","2026-08-26","Create Categories","Categories","",""
"","33","Check get a non-existing product by ID","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","38","Check invalid user login: password field is null","API Tests","2026-08-26","passed","2026-08-26","User Login","Auth","",""
"","20","Check an existing user update, without name","API Tests","2026-08-26","passed","2026-08-26","Update Users","Users","",""
"","38","Check get a non-existing product by slug","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","19","Check get list of all categories","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
"","38","Check invalid retrieving user profile: ","API Tests","2026-08-26","passed","2026-08-26","Retrieving User Profile","Auth","",""
"","41","Check get products with offset query param","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","761","Check get products related by: slug","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","761","Check get products related by: id","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","33","Check get a non-existing category by id","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
"","10","Check get all products by category when category have 0 products","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
"","36","Check get products with limit and offset query param","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","18","Check an existing user deletion","API Tests","2026-08-26","passed","2026-08-26","Delete Users","Users","",""
"","185","Check a non-existing user update","API Tests","2026-08-26","passed","2026-08-26","Update Categories","Categories","",""
"","39","Check invalid user login: email field is null","API Tests","2026-08-26","passed","2026-08-26","User Login","Auth","",""
"","187","Check an existing product update","API Tests","2026-08-26","skipped","2026-08-26","Update Products","Products","",""
"","83","Check invalid retrieving user profile: ","API Tests","2026-08-26","passed","2026-08-26","Retrieving User Profile","Auth","",""
"","11","Check login as user","API Tests","2026-08-26","passed","2026-08-26","User Login","Auth","",""
"","125","Check a non-existing user update","API Tests","2026-08-26","passed","2026-08-26","Update Users","Users","",""
"","116","Check an existing user update, with all body fields","API Tests","2026-08-26","passed","2026-08-26","Update Users","Users","",""
"","10","Check get product by ID","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","20","Check an existing product deletion","API Tests","2026-08-26","passed","2026-08-26","Delete Products","Products","",""
"","34","Check get products with limit query param","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","153","Check an existing category update, without image field","API Tests","2026-08-26","passed","2026-08-26","Update Categories","Categories","",""
"","35","Check refresh access token","API Tests","2026-08-26","passed","2026-08-26","Refreshing Access Token","Auth","",""
"","22","Check retrieving user profile","API Tests","2026-08-26","passed","2026-08-26","Retrieving User Profile","Auth","",""
"","267","Create a new product creation","API Tests","2026-08-26","passed","2026-08-26","Create Products","Products","",""
"","9","Check an existing category update, without name field","API Tests","2026-08-26","passed","2026-08-26","Update Categories","Categories","",""
"","17","Check get all products","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","10","Check get product by slug","API Tests","2026-08-26","passed","2026-08-26","Get Products","Products","",""
"","792","Check get all products by category","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
"","147","Check an existing user update, without email field","API Tests","2026-08-26","passed","2026-08-26","Update Users","Users","",""
"","85","Check invalid user login: non-existent email value","API Tests","2026-08-26","passed","2026-08-26","User Login","Auth","",""
"","11","Check get single category by slug","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
"","136","Check a new user creation","API Tests","2026-08-26","passed","2026-08-26","Create Users","Users","",""
"","33","Check a non-existing category deletion","API Tests","2026-08-26","passed","2026-08-26","Delete Categories","Categories","",""
"","36","Check a non-existing user deletion","API Tests","2026-08-26","passed","2026-08-26","Delete Users","Users","",""
"","44","Check get a non-existing category by slug","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
"","63","Check get list of all users","API Tests","2026-08-26","passed","2026-08-26","Get Users","Users","",""
"","39","Check invalid user login: non email as email field value","API Tests","2026-08-26","passed","2026-08-26","User Login","Auth","",""
"","185","Check an existing category update, with all body fields","API Tests","2026-08-26","passed","2026-08-26","Update Categories","Categories","",""
"","10","Check get user information","API Tests","2026-08-26","passed","2026-08-26","Get Users","Users","",""
"","33","Check get a non-existing user ","API Tests","2026-08-26","passed","2026-08-26","Get Users","Users","",""
"","32","Check a non-existing product deletion","API Tests","2026-08-26","passed","2026-08-26","Delete Products","Products","",""
"","20","Check an existing category deletion","API Tests","2026-08-26","passed","2026-08-26","Delete Categories","Categories","",""
"","225","Check a new category creation category with whitespaces","API Tests","2026-08-26","passed","2026-08-26","Create Categories","Categories","",""
"","10","Check get single category by id","API Tests","2026-08-26","passed","2026-08-26","Get Categories","Categories","",""
