"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30","Check a non-existing category deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Categories","Categories","",""
"","38","Check get a non-existing category","API Tests","2026-07-21","passed","2026-07-21","Get Categories","Categories","",""
"","78","Check invalid user login: non-existent email value","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","310","Check a non-existing user update","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","217","Check an existing user update, with all body fields","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","612","Check a new category creation category with whitespaces","API Tests","2026-07-21","passed","2026-07-21","Create Categories","Categories","",""
"","19","Check an existing user update, without name","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","356","Check a new user creation","API Tests","2026-07-21","passed","2026-07-21","Create Users","Users","",""
"","42","Check get a non-existing user ","API Tests","2026-07-21","passed","2026-07-21","Get Users","Users","",""
"","291","Check a non-existing user update","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","11","Check get category by ID","API Tests","2026-07-21","passed","2026-07-21","Get Categories","Categories","",""
"","18","Check an existing user deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Users","Users","",""
"","316","Check an existing category update, without image field","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","17","Check an existing category deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Categories","Categories","",""
"","205","Check an existing user update, without email field","API Tests","2026-07-21","passed","2026-07-21","Update Users","Users","",""
"","82","Check invalid user login: password field is null","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","362","Check an existing category update, with all body fields","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","12","Check login as user","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","33","Check invalid user login: non email as email field value","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","636","Check a new category creation category without whitespaces","API Tests","2026-07-21","passed","2026-07-21","Create Categories","Categories","",""
"","63","Check get list of all users","API Tests","2026-07-21","passed","2026-07-21","Get Users","Users","",""
"","36","Check a non-existing user deletion","API Tests","2026-07-21","passed","2026-07-21","Delete Users","Users","",""
"","39","Check invalid user login: email field is null","API Tests","2026-07-21","passed","2026-07-21","User Login","Auth","",""
"","12","Check an existing category update, without name field","API Tests","2026-07-21","passed","2026-07-21","Update Categories","Categories","",""
"","10","Check get user information","API Tests","2026-07-21","passed","2026-07-21","Get Users","Users","",""
"","47","Check get list of all categories","API Tests","2026-07-21","passed","2026-07-21","Get Categories","Categories","",""
