"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","Check get single category by slug","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","24","Check invalid user login: password field is null","API Tests","2026-09-05","passed","2026-09-05","User Login","Auth","",""
"","16","Check retrieving user profile","API Tests","2026-09-05","passed","2026-09-05","Retrieving User Profile","Auth","",""
"","138","Check an existing category update, without image field","API Tests","2026-09-05","passed","2026-09-05","Update Categories","Categories","",""
"","153","Create a new product creation","API Tests","2026-09-05","passed","2026-09-05","Create Products","Products","",""
"","25","Check get a non-existing product by ID","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","62","Check invalid retrieving user profile: ","API Tests","2026-09-05","passed","2026-09-05","Retrieving User Profile","Auth","",""
"","54","Check invalid user login: non-existent email value","API Tests","2026-09-05","passed","2026-09-05","User Login","Auth","",""
"","26","Check get a non-existing category by slug","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","19","Check get a non-existing user ","API Tests","2026-09-05","passed","2026-09-05","Get Users","Users","",""
"","28","Check invalid user login: non email as email field value","API Tests","2026-09-05","passed","2026-09-05","User Login","Auth","",""
"","214","Check a new category creation category with whitespaces","API Tests","2026-09-05","passed","2026-09-05","Create Categories","Categories","",""
"","615","Check get all products by category","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","27","Check a non-existing category deletion","API Tests","2026-09-05","passed","2026-09-05","Delete Categories","Categories","",""
"","9","Check get user information","API Tests","2026-09-05","passed","2026-09-05","Get Users","Users","",""
"","7","Check get all products by category when category have 0 products","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","25","Check get a non-existing product by slug","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","11","Check an existing user deletion","API Tests","2026-09-05","passed","2026-09-05","Delete Users","Users","",""
"","8","Check get list of all categories","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","24","Check refresh access token","API Tests","2026-09-05","passed","2026-09-05","Refreshing Access Token","Auth","",""
"","7","Check get product by ID","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","9","Check login as user","API Tests","2026-09-05","passed","2026-09-05","User Login","Auth","",""
"","15","Check an existing user update, without name","API Tests","2026-09-05","passed","2026-09-05","Update Users","Users","",""
"","14","Check an existing product deletion","API Tests","2026-09-05","passed","2026-09-05","Delete Products","Products","",""
"","24","Check get products with limit and offset query param","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","31","Check get list of all users","API Tests","2026-09-05","passed","2026-09-05","Get Users","Users","",""
"","197","Check an existing user update, with all body fields","API Tests","2026-09-05","passed","2026-09-05","Update Users","Users","",""
"","151","Check a new user creation","API Tests","2026-09-05","passed","2026-09-05","Create Users","Users","",""
"","103","Check get a non-existing category by id","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","27","Check invalid user login: email field is null","API Tests","2026-09-05","passed","2026-09-05","User Login","Auth","",""
"","1048","Check get products related by: slug","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","20","Check invalid retrieving user profile: ","API Tests","2026-09-05","passed","2026-09-05","Retrieving User Profile","Auth","",""
"","453","Check a new category creation category without whitespaces","API Tests","2026-09-05","passed","2026-09-05","Create Categories","Categories","",""
"","24","Check get all products","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","34","Check get products with offset query param","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","197","Check a non-existing user update","API Tests","2026-09-05","passed","2026-09-05","Update Users","Users","",""
"","26","Check a non-existing product deletion","API Tests","2026-09-05","passed","2026-09-05","Delete Products","Products","",""
"","190","Check an existing category update, with all body fields","API Tests","2026-09-05","passed","2026-09-05","Update Categories","Categories","",""
"","7","Check get product by slug","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","1023","Check get products related by: id","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","8","Check an existing category update, without name field","API Tests","2026-09-05","passed","2026-09-05","Update Categories","Categories","",""
"","27","Check get products with limit query param","API Tests","2026-09-05","passed","2026-09-05","Get Products","Products","",""
"","14","Check an existing category deletion","API Tests","2026-09-05","passed","2026-09-05","Delete Categories","Categories","",""
"","6","Check get single category by id","API Tests","2026-09-05","passed","2026-09-05","Get Categories","Categories","",""
"","24","Check a non-existing user deletion","API Tests","2026-09-05","passed","2026-09-05","Delete Users","Users","",""
"","120","Check a non-existing user update","API Tests","2026-09-05","passed","2026-09-05","Update Categories","Categories","",""
"","114","Check an existing product update","API Tests","2026-09-05","skipped","2026-09-05","Update Products","Products","",""
"","154","Check an existing user update, without email field","API Tests","2026-09-05","passed","2026-09-05","Update Users","Users","",""
