"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","Check an existing category update, without name field","API Tests","2026-09-21","passed","2026-09-21","Update Categories","Categories","",""
"","100","Check get a non-existing user ","API Tests","2026-09-21","passed","2026-09-21","Get Users","Users","",""
"","66","Check an existing user deletion","API Tests","2026-09-21","passed","2026-09-21","Delete Users","Users","",""
"","440","Check a new category creation category without whitespaces","API Tests","2026-09-21","passed","2026-09-21","Create Categories","Categories","",""
"","170","Check get all products","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","144","Check get a non-existing product by ID","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","194","Check get products with offset query param","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","131","Check invalid user login: non email as email field value","API Tests","2026-09-21","passed","2026-09-21","User Login","Auth","",""
"","37","Check get user information","API Tests","2026-09-21","passed","2026-09-21","Get Users","Users","",""
"","102","Check a non-existing category deletion","API Tests","2026-09-21","passed","2026-09-21","Delete Categories","Categories","",""
"","62","Check an existing category deletion","API Tests","2026-09-21","passed","2026-09-21","Delete Categories","Categories","",""
"","34","Check login as user","API Tests","2026-09-21","passed","2026-09-21","User Login","Auth","",""
"","77","Check an existing user update, without name","API Tests","2026-09-21","passed","2026-09-21","Update Users","Users","",""
"","62","Check an existing product deletion","API Tests","2026-09-21","passed","2026-09-21","Delete Products","Products","",""
"","195","Check an existing product update","API Tests","2026-09-21","skipped","2026-09-21","Update Products","Products","",""
"","122","Check invalid user login: password field is null","API Tests","2026-09-21","passed","2026-09-21","User Login","Auth","",""
"","133","Check a non-existing product deletion","API Tests","2026-09-21","passed","2026-09-21","Delete Products","Products","",""
"","225","Check invalid user login: non-existent email value","API Tests","2026-09-21","passed","2026-09-21","User Login","Auth","",""
"","151","Check invalid retrieving user profile: ","API Tests","2026-09-21","passed","2026-09-21","Retrieving User Profile","Auth","",""
"","1044","Check get products related by: slug","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","179","Create a new product creation","API Tests","2026-09-21","passed","2026-09-21","Create Products","Products","",""
"","35","Check get product by slug","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","226","Check an existing user update, without email field","API Tests","2026-09-21","passed","2026-09-21","Update Users","Users","",""
"","84","Check retrieving user profile","API Tests","2026-09-21","passed","2026-09-21","Retrieving User Profile","Auth","",""
"","33","Check get single category by id","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","132","Check get products with limit query param","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","214","Check a non-existing user update","API Tests","2026-09-21","passed","2026-09-21","Update Categories","Categories","",""
"","137","Check a non-existing user deletion","API Tests","2026-09-21","passed","2026-09-21","Delete Users","Users","",""
"","41","Check get single category by slug","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","992","Check get all products by category","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","202","Check an existing user update, with all body fields","API Tests","2026-09-21","passed","2026-09-21","Update Users","Users","",""
"","144","Check get a non-existing category by id","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","264","Check a new user creation","API Tests","2026-09-21","passed","2026-09-21","Create Users","Users","",""
"","109","Check refresh access token","API Tests","2026-09-21","passed","2026-09-21","Refreshing Access Token","Auth","",""
"","807","Check a new category creation category with whitespaces","API Tests","2026-09-21","passed","2026-09-21","Create Categories","Categories","",""
"","115","Check get a non-existing category by slug","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","232","Check invalid retrieving user profile: ","API Tests","2026-09-21","passed","2026-09-21","Retrieving User Profile","Auth","",""
"","143","Check get a non-existing product by slug","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","256","Check an existing category update, with all body fields","API Tests","2026-09-21","passed","2026-09-21","Update Categories","Categories","",""
"","33","Check get list of all categories","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","455","Check an existing category update, without image field","API Tests","2026-09-21","passed","2026-09-21","Update Categories","Categories","",""
"","1276","Check get products related by: id","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","209","Check a non-existing user update","API Tests","2026-09-21","passed","2026-09-21","Update Users","Users","",""
"","32","Check get product by ID","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","126","Check invalid user login: email field is null","API Tests","2026-09-21","passed","2026-09-21","User Login","Auth","",""
"","102","Check get products with limit and offset query param","API Tests","2026-09-21","passed","2026-09-21","Get Products","Products","",""
"","40","Check get all products by category when category have 0 products","API Tests","2026-09-21","passed","2026-09-21","Get Categories","Categories","",""
"","101","Check get list of all users","API Tests","2026-09-21","passed","2026-09-21","Get Users","Users","",""
