"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Check get all products by category when category have 0 products","API Tests","2026-09-04","failed","2026-09-04","Get Categories","Categories","",""
"","0","Check an existing product deletion","API Tests","2026-09-04","failed","2026-09-04","Delete Products","Products","",""
"","0","Check refresh access token","API Tests","2026-09-04","failed","2026-09-04","Refreshing Access Token","Auth","",""
"","120","Check get products with limit and offset query param","API Tests","2026-09-04","passed","2026-09-04","Get Products","Products","",""
"","0","Check get user information","API Tests","2026-09-04","failed","2026-09-04","Get Users","Users","",""
"","1783","Check a non-existing user update","API Tests","2026-09-04","failed","2026-09-04","Update Users","Users","",""
"","132","Check get products with limit query param","API Tests","2026-09-04","passed","2026-09-04","Get Products","Products","",""
"","0","Check get products related by: slug","API Tests","2026-09-04","failed","2026-09-04","Get Products","Products","",""
"","223","Check get products with offset query param","API Tests","2026-09-04","passed","2026-09-04","Get Products","Products","",""
"","0","Check get product by ID","API Tests","2026-09-04","failed","2026-09-04","Get Products","Products","",""
"","0","Check an existing user deletion","API Tests","2026-09-04","failed","2026-09-04","Delete Users","Users","",""
"","0","Check get product by slug","API Tests","2026-09-04","failed","2026-09-04","Get Products","Products","",""
"","191","Check invalid user login: email field is null","API Tests","2026-09-04","passed","2026-09-04","User Login","Auth","",""
"","1755","Check a new user creation","API Tests","2026-09-04","failed","2026-09-04","Create Users","Users","",""
"","0","Check login as user","API Tests","2026-09-04","failed","2026-09-04","User Login","Auth","",""
"","0","Check get list of all categories","API Tests","2026-09-04","failed","2026-09-04","Get Categories","Categories","",""
"","0","Check get products related by: id","API Tests","2026-09-04","failed","2026-09-04","Get Products","Products","",""
"","1860","Check a non-existing user update","API Tests","2026-09-04","failed","2026-09-04","Update Categories","Categories","",""
"","0","Check get all products","API Tests","2026-09-04","failed","2026-09-04","Get Products","Products","",""
"","137","Check get a non-existing product by slug","API Tests","2026-09-04","passed","2026-09-04","Get Products","Products","",""
"","237","Check invalid retrieving user profile: ","API Tests","2026-09-04","passed","2026-09-04","Retrieving User Profile","Auth","",""
"","0","Check retrieving user profile","API Tests","2026-09-04","failed","2026-09-04","Retrieving User Profile","Auth","",""
"","0","Check get single category by id","API Tests","2026-09-04","failed","2026-09-04","Get Categories","Categories","",""
"","0","Check get single category by slug","API Tests","2026-09-04","failed","2026-09-04","Get Categories","Categories","",""
"","0","Check an existing user update, without name","API Tests","2026-09-04","failed","2026-09-04","Update Users","Users","",""
"","0","Check an existing category update, with all body fields","API Tests","2026-09-04","failed","2026-09-04","Update Categories","Categories","",""
"","0","Check an existing user update, with all body fields","API Tests","2026-09-04","failed","2026-09-04","Update Users","Users","",""
"","2026","Check a new category creation category without whitespaces","API Tests","2026-09-04","failed","2026-09-04","Create Categories","Categories","",""
"","126","Check get a non-existing category by slug","API Tests","2026-09-04","passed","2026-09-04","Get Categories","Categories","",""
"","158","Check invalid retrieving user profile: ","API Tests","2026-09-04","passed","2026-09-04","Retrieving User Profile","Auth","",""
"","0","Check an existing category update, without image field","API Tests","2026-09-04","failed","2026-09-04","Update Categories","Categories","",""
"","94","Check get a non-existing category by id","API Tests","2026-09-04","passed","2026-09-04","Get Categories","Categories","",""
"","161","Check invalid user login: password field is null","API Tests","2026-09-04","passed","2026-09-04","User Login","Auth","",""
"","141","Check a non-existing user deletion","API Tests","2026-09-04","passed","2026-09-04","Delete Users","Users","",""
"","106","Check get a non-existing user ","API Tests","2026-09-04","passed","2026-09-04","Get Users","Users","",""
"","239","Check invalid user login: non-existent email value","API Tests","2026-09-04","passed","2026-09-04","User Login","Auth","",""
"","0","Check an existing category deletion","API Tests","2026-09-04","failed","2026-09-04","Delete Categories","Categories","",""
"","0","Check an existing product update","API Tests","2026-09-04","skipped","2026-09-04","Update Products","Products","",""
"","112","Check invalid user login: non email as email field value","API Tests","2026-09-04","passed","2026-09-04","User Login","Auth","",""
"","1671","Check a new category creation category with whitespaces","API Tests","2026-09-04","failed","2026-09-04","Create Categories","Categories","",""
"","0","Create a new product creation","API Tests","2026-09-04","failed","2026-09-04","Create Products","Products","",""
"","0","Check an existing category update, without name field","API Tests","2026-09-04","failed","2026-09-04","Update Categories","Categories","",""
"","121","Check a non-existing category deletion","API Tests","2026-09-04","passed","2026-09-04","Delete Categories","Categories","",""
"","0","Check get all products by category","API Tests","2026-09-04","failed","2026-09-04","Get Categories","Categories","",""
"","138","Check get a non-existing product by ID","API Tests","2026-09-04","passed","2026-09-04","Get Products","Products","",""
"","179","Check get list of all users","API Tests","2026-09-04","passed","2026-09-04","Get Users","Users","",""
"","0","Check an existing user update, without email field","API Tests","2026-09-04","failed","2026-09-04","Update Users","Users","",""
"","135","Check a non-existing product deletion","API Tests","2026-09-04","passed","2026-09-04","Delete Products","Products","",""
