"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","960","Check get products related by: slug","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","9","Check an existing category update, without name field","API Tests","2026-09-13","passed","2026-09-13","Update Categories","Categories","",""
"","21","Check get all products","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","8","Check get product by ID","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","23","Check get a non-existing user ","API Tests","2026-09-13","passed","2026-09-13","Get Users","Users","",""
"","26","Check a non-existing product deletion","API Tests","2026-09-13","passed","2026-09-13","Delete Products","Products","",""
"","38","Check get products with offset query param","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","8","Check get all products by category when category have 0 products","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","19","Check retrieving user profile","API Tests","2026-09-13","passed","2026-09-13","Retrieving User Profile","Auth","",""
"","124","Check an existing category update, without image field","API Tests","2026-09-13","passed","2026-09-13","Update Categories","Categories","",""
"","347","Check a new category creation category with whitespaces","API Tests","2026-09-13","passed","2026-09-13","Create Categories","Categories","",""
"","7","Check get single category by id","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","10","Check login as user","API Tests","2026-09-13","passed","2026-09-13","User Login","Auth","",""
"","132","Check an existing category update, with all body fields","API Tests","2026-09-13","passed","2026-09-13","Update Categories","Categories","",""
"","9","Check get user information","API Tests","2026-09-13","passed","2026-09-13","Get Users","Users","",""
"","7","Check get list of all categories","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","128","Check an existing product update","API Tests","2026-09-13","skipped","2026-09-13","Update Products","Products","",""
"","22","Check get a non-existing product by ID","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","240","Check an existing user update, with all body fields","API Tests","2026-09-13","passed","2026-09-13","Update Users","Users","",""
"","17","Check an existing user update, without name","API Tests","2026-09-13","passed","2026-09-13","Update Users","Users","",""
"","49","Check invalid retrieving user profile: ","API Tests","2026-09-13","passed","2026-09-13","Retrieving User Profile","Auth","",""
"","41","Check invalid user login: non-existent email value","API Tests","2026-09-13","passed","2026-09-13","User Login","Auth","",""
"","7","Check get single category by slug","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","171","Check a new user creation","API Tests","2026-09-13","passed","2026-09-13","Create Users","Users","",""
"","23","Check get a non-existing category by slug","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","28","Check invalid retrieving user profile: ","API Tests","2026-09-13","passed","2026-09-13","Retrieving User Profile","Auth","",""
"","37","Check invalid user login: non email as email field value","API Tests","2026-09-13","passed","2026-09-13","User Login","Auth","",""
"","26","Check get a non-existing product by slug","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","27","Check get a non-existing category by id","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","806","Check get products related by: id","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","29","Check refresh access token","API Tests","2026-09-13","passed","2026-09-13","Refreshing Access Token","Auth","",""
"","31","Check get list of all users","API Tests","2026-09-13","passed","2026-09-13","Get Users","Users","",""
"","25","Check get products with limit query param","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","393","Check a new category creation category without whitespaces","API Tests","2026-09-13","passed","2026-09-13","Create Categories","Categories","",""
"","29","Check invalid user login: email field is null","API Tests","2026-09-13","passed","2026-09-13","User Login","Auth","",""
"","12","Check an existing user deletion","API Tests","2026-09-13","passed","2026-09-13","Delete Users","Users","",""
"","24","Check a non-existing user deletion","API Tests","2026-09-13","passed","2026-09-13","Delete Users","Users","",""
"","1271","Check get all products by category","API Tests","2026-09-13","passed","2026-09-13","Get Categories","Categories","",""
"","170","Create a new product creation","API Tests","2026-09-13","passed","2026-09-13","Create Products","Products","",""
"","28","Check a non-existing category deletion","API Tests","2026-09-13","passed","2026-09-13","Delete Categories","Categories","",""
"","14","Check get product by slug","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","122","Check an existing user update, without email field","API Tests","2026-09-13","passed","2026-09-13","Update Users","Users","",""
"","24","Check invalid user login: password field is null","API Tests","2026-09-13","passed","2026-09-13","User Login","Auth","",""
"","23","Check get products with limit and offset query param","API Tests","2026-09-13","passed","2026-09-13","Get Products","Products","",""
"","144","Check a non-existing user update","API Tests","2026-09-13","passed","2026-09-13","Update Users","Users","",""
"","13","Check an existing category deletion","API Tests","2026-09-13","passed","2026-09-13","Delete Categories","Categories","",""
"","131","Check a non-existing user update","API Tests","2026-09-13","passed","2026-09-13","Update Categories","Categories","",""
"","15","Check an existing product deletion","API Tests","2026-09-13","passed","2026-09-13","Delete Products","Products","",""
