"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","116","Check an existing user deletion","API Tests","2026-08-13","passed","2026-08-13","Delete Users","Users","",""
"","176","Check invalid user login: non email as email field value","API Tests","2026-08-13","passed","2026-08-13","User Login","Auth","",""
"","195","Check a non-existing category deletion","API Tests","2026-08-13","passed","2026-08-13","Delete Categories","Categories","",""
"","248","Check an existing user update, without email field","API Tests","2026-08-13","passed","2026-08-13","Update Users","Users","",""
"","290","Check a non-existing user update","API Tests","2026-08-13","passed","2026-08-13","Update Users","Users","",""
"","529","Check a new category creation category with whitespaces","API Tests","2026-08-13","passed","2026-08-13","Create Categories","Categories","",""
"","176","Check get products with limit and offset query param","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","57","Check get single category by slug","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","156","Check an existing product update","API Tests","2026-08-13","skipped","2026-08-13","Update Products","Products","",""
"","361","Check get products with offset query param","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","1087","Check get products related by: id","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","185","Check invalid retrieving user profile: ","API Tests","2026-08-13","passed","2026-08-13","Retrieving User Profile","Auth","",""
"","239","Check get list of all users","API Tests","2026-08-13","passed","2026-08-13","Get Users","Users","",""
"","240","Check get all products","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","185","Check get products with limit query param","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","268","Check a non-existing user update","API Tests","2026-08-13","passed","2026-08-13","Update Categories","Categories","",""
"","274","Check invalid user login: non-existent email value","API Tests","2026-08-13","passed","2026-08-13","User Login","Auth","",""
"","175","Check get a non-existing product by ID","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","199","Check invalid user login: password field is null","API Tests","2026-08-13","passed","2026-08-13","User Login","Auth","",""
"","57","Check get single category by id","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","115","Check an existing category deletion","API Tests","2026-08-13","passed","2026-08-13","Delete Categories","Categories","",""
"","59","Check an existing category update, without name field","API Tests","2026-08-13","passed","2026-08-13","Update Categories","Categories","",""
"","58","Check get product by slug","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","268","Check a new user creation","API Tests","2026-08-13","passed","2026-08-13","Create Users","Users","",""
"","209","Check an existing user update, with all body fields","API Tests","2026-08-13","passed","2026-08-13","Update Users","Users","",""
"","194","Create a new product creation","API Tests","2026-08-13","passed","2026-08-13","Create Products","Products","",""
"","169","Check an existing category update, without image field","API Tests","2026-08-13","passed","2026-08-13","Update Categories","Categories","",""
"","236","Check an existing category update, with all body fields","API Tests","2026-08-13","passed","2026-08-13","Update Categories","Categories","",""
"","1017","Check get all products by category","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","277","Check invalid retrieving user profile: ","API Tests","2026-08-13","passed","2026-08-13","Retrieving User Profile","Auth","",""
"","174","Check get a non-existing category by id","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","381","Check a new category creation category without whitespaces","API Tests","2026-08-13","passed","2026-08-13","Create Categories","Categories","",""
"","1239","Check get products related by: slug","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","116","Check an existing user update, without name","API Tests","2026-08-13","passed","2026-08-13","Update Users","Users","",""
"","119","Check retrieving user profile","API Tests","2026-08-13","passed","2026-08-13","Retrieving User Profile","Auth","",""
"","58","Check login as user","API Tests","2026-08-13","passed","2026-08-13","User Login","Auth","",""
"","61","Check get list of all categories","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","58","Check get product by ID","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","175","Check a non-existing user deletion","API Tests","2026-08-13","passed","2026-08-13","Delete Users","Users","",""
"","59","Check get user information","API Tests","2026-08-13","passed","2026-08-13","Get Users","Users","",""
"","58","Check get all products by category when category have 0 products","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","176","Check get a non-existing user ","API Tests","2026-08-13","passed","2026-08-13","Get Users","Users","",""
"","178","Check refresh access token","API Tests","2026-08-13","passed","2026-08-13","Refreshing Access Token","Auth","",""
"","186","Check invalid user login: email field is null","API Tests","2026-08-13","passed","2026-08-13","User Login","Auth","",""
"","175","Check get a non-existing product by slug","API Tests","2026-08-13","passed","2026-08-13","Get Products","Products","",""
"","185","Check get a non-existing category by slug","API Tests","2026-08-13","passed","2026-08-13","Get Categories","Categories","",""
"","115","Check an existing product deletion","API Tests","2026-08-13","passed","2026-08-13","Delete Products","Products","",""
"","176","Check a non-existing product deletion","API Tests","2026-08-13","passed","2026-08-13","Delete Products","Products","",""
