"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59","Check get single category by id","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","247","Check an existing user update, with all body fields","API Tests","2026-09-19","passed","2026-09-19","Update Users","Users","",""
"","441","Check a non-existing user update","API Tests","2026-09-19","passed","2026-09-19","Update Categories","Categories","",""
"","1085","Check get products related by: slug","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","183","Check get list of all users","API Tests","2026-09-19","passed","2026-09-19","Get Users","Users","",""
"","176","Check a non-existing user deletion","API Tests","2026-09-19","passed","2026-09-19","Delete Users","Users","",""
"","284","Check invalid retrieving user profile: ","API Tests","2026-09-19","passed","2026-09-19","Retrieving User Profile","Auth","",""
"","183","Check get products with limit and offset query param","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","58","Check get product by ID","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","345","Check a new category creation category with whitespaces","API Tests","2026-09-19","passed","2026-09-19","Create Categories","Categories","",""
"","58","Check get all products by category when category have 0 products","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","475","Check a non-existing user update","API Tests","2026-09-19","passed","2026-09-19","Update Users","Users","",""
"","121","Check an existing user update, without name","API Tests","2026-09-19","passed","2026-09-19","Update Users","Users","",""
"","367","Check a new user creation","API Tests","2026-09-19","passed","2026-09-19","Create Users","Users","",""
"","115","Check an existing product deletion","API Tests","2026-09-19","passed","2026-09-19","Delete Products","Products","",""
"","350","Check get products with offset query param","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","59","Check get single category by slug","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","283","Check invalid user login: non-existent email value","API Tests","2026-09-19","passed","2026-09-19","User Login","Auth","",""
"","177","Check refresh access token","API Tests","2026-09-19","passed","2026-09-19","Refreshing Access Token","Auth","",""
"","59","Check get user information","API Tests","2026-09-19","passed","2026-09-19","Get Users","Users","",""
"","262","Check an existing category update, with all body fields","API Tests","2026-09-19","passed","2026-09-19","Update Categories","Categories","",""
"","175","Check invalid retrieving user profile: ","API Tests","2026-09-19","passed","2026-09-19","Retrieving User Profile","Auth","",""
"","59","Check an existing category update, without name field","API Tests","2026-09-19","passed","2026-09-19","Update Categories","Categories","",""
"","59","Check get list of all categories","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","60","Check login as user","API Tests","2026-09-19","passed","2026-09-19","User Login","Auth","",""
"","179","Check a non-existing product deletion","API Tests","2026-09-19","passed","2026-09-19","Delete Products","Products","",""
"","235","Check get all products","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","325","Check an existing user update, without email field","API Tests","2026-09-19","passed","2026-09-19","Update Users","Users","",""
"","177","Check a non-existing category deletion","API Tests","2026-09-19","passed","2026-09-19","Delete Categories","Categories","",""
"","1234","Check get products related by: id","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","176","Check get a non-existing product by slug","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","191","Check an existing category update, without image field","API Tests","2026-09-19","passed","2026-09-19","Update Categories","Categories","",""
"","198","Check invalid user login: email field is null","API Tests","2026-09-19","passed","2026-09-19","User Login","Auth","",""
"","231","Check get a non-existing category by slug","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","118","Check retrieving user profile","API Tests","2026-09-19","passed","2026-09-19","Retrieving User Profile","Auth","",""
"","59","Check get product by slug","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","1234","Check a new category creation category without whitespaces","API Tests","2026-09-19","passed","2026-09-19","Create Categories","Categories","",""
"","227","Check invalid user login: password field is null","API Tests","2026-09-19","passed","2026-09-19","User Login","Auth","",""
"","178","Check an existing product update","API Tests","2026-09-19","skipped","2026-09-19","Update Products","Products","",""
"","227","Check invalid user login: non email as email field value","API Tests","2026-09-19","passed","2026-09-19","User Login","Auth","",""
"","174","Check get a non-existing category by id","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","1231","Check get all products by category","API Tests","2026-09-19","passed","2026-09-19","Get Categories","Categories","",""
"","176","Check get a non-existing product by ID","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
"","119","Check an existing user deletion","API Tests","2026-09-19","passed","2026-09-19","Delete Users","Users","",""
"","115","Check an existing category deletion","API Tests","2026-09-19","passed","2026-09-19","Delete Categories","Categories","",""
"","305","Create a new product creation","API Tests","2026-09-19","passed","2026-09-19","Create Products","Products","",""
"","182","Check get a non-existing user ","API Tests","2026-09-19","passed","2026-09-19","Get Users","Users","",""
"","183","Check get products with limit query param","API Tests","2026-09-19","passed","2026-09-19","Get Products","Products","",""
