"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","649","Check get all products by category","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","34","Check get all products","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","68","Check invalid retrieving user profile: ","API Tests","2026-09-25","passed","2026-09-25","Retrieving User Profile","Auth","",""
"","45","Check get a non-existing category by slug","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","11","Check an existing category update, without name field","API Tests","2026-09-25","passed","2026-09-25","Update Categories","Categories","",""
"","122","Check an existing product update","API Tests","2026-09-25","skipped","2026-09-25","Update Products","Products","",""
"","10","Check get user information","API Tests","2026-09-25","passed","2026-09-25","Get Users","Users","",""
"","34","Check get a non-existing product by ID","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","54","Check get products with offset query param","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","175","Check a non-existing user update","API Tests","2026-09-25","passed","2026-09-25","Update Categories","Categories","",""
"","40","Check a non-existing product deletion","API Tests","2026-09-25","passed","2026-09-25","Delete Products","Products","",""
"","22","Check retrieving user profile","API Tests","2026-09-25","passed","2026-09-25","Retrieving User Profile","Auth","",""
"","11","Check get product by slug","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","42","Check get a non-existing category by id","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","33","Check invalid user login: non email as email field value","API Tests","2026-09-25","passed","2026-09-25","User Login","Auth","",""
"","45","Check a non-existing user deletion","API Tests","2026-09-25","passed","2026-09-25","Delete Users","Users","",""
"","11","Check get product by ID","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","242","Check an existing category update, with all body fields","API Tests","2026-09-25","passed","2026-09-25","Update Categories","Categories","",""
"","733","Check a new category creation category with whitespaces","API Tests","2026-09-25","passed","2026-09-25","Create Categories","Categories","",""
"","241","Check an existing user update, without email field","API Tests","2026-09-25","passed","2026-09-25","Update Users","Users","",""
"","42","Check get products with limit query param","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","21","Check an existing product deletion","API Tests","2026-09-25","passed","2026-09-25","Delete Products","Products","",""
"","44","Check invalid user login: password field is null","API Tests","2026-09-25","passed","2026-09-25","User Login","Auth","",""
"","41","Check refresh access token","API Tests","2026-09-25","passed","2026-09-25","Refreshing Access Token","Auth","",""
"","11","Check get single category by slug","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","10","Check get single category by id","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","43","Check invalid retrieving user profile: ","API Tests","2026-09-25","passed","2026-09-25","Retrieving User Profile","Auth","",""
"","226","Check a non-existing user update","API Tests","2026-09-25","passed","2026-09-25","Update Users","Users","",""
"","12","Check get list of all categories","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","146","Check an existing user update, with all body fields","API Tests","2026-09-25","passed","2026-09-25","Update Users","Users","",""
"","402","Create a new product creation","API Tests","2026-09-25","passed","2026-09-25","Create Products","Products","",""
"","22","Check an existing user deletion","API Tests","2026-09-25","passed","2026-09-25","Delete Users","Users","",""
"","31","Check get products with limit and offset query param","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","40","Check get a non-existing product by slug","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","46","Check get list of all users","API Tests","2026-09-25","passed","2026-09-25","Get Users","Users","",""
"","190","Check a new user creation","API Tests","2026-09-25","passed","2026-09-25","Create Users","Users","",""
"","13","Check login as user","API Tests","2026-09-25","passed","2026-09-25","User Login","Auth","",""
"","41","Check invalid user login: email field is null","API Tests","2026-09-25","passed","2026-09-25","User Login","Auth","",""
"","24","Check an existing user update, without name","API Tests","2026-09-25","passed","2026-09-25","Update Users","Users","",""
"","1004","Check a new category creation category without whitespaces","API Tests","2026-09-25","passed","2026-09-25","Create Categories","Categories","",""
"","1069","Check get products related by: slug","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","32","Check a non-existing category deletion","API Tests","2026-09-25","passed","2026-09-25","Delete Categories","Categories","",""
"","979","Check get products related by: id","API Tests","2026-09-25","passed","2026-09-25","Get Products","Products","",""
"","10","Check get all products by category when category have 0 products","API Tests","2026-09-25","passed","2026-09-25","Get Categories","Categories","",""
"","251","Check an existing category update, without image field","API Tests","2026-09-25","passed","2026-09-25","Update Categories","Categories","",""
"","75","Check invalid user login: non-existent email value","API Tests","2026-09-25","passed","2026-09-25","User Login","Auth","",""
"","33","Check get a non-existing user ","API Tests","2026-09-25","passed","2026-09-25","Get Users","Users","",""
"","22","Check an existing category deletion","API Tests","2026-09-25","passed","2026-09-25","Delete Categories","Categories","",""
