"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Check get single category by id","API Tests","2026-09-01","failed","2026-09-01","Get Categories","Categories","",""
"","0","Check get single category by slug","API Tests","2026-09-01","failed","2026-09-01","Get Categories","Categories","",""
"","192","Check get a non-existing product by ID","API Tests","2026-09-01","passed","2026-09-01","Get Products","Products","",""
"","195","Check invalid user login: password field is null","API Tests","2026-09-01","passed","2026-09-01","User Login","Auth","",""
"","0","Check get product by slug","API Tests","2026-09-01","failed","2026-09-01","Get Products","Products","",""
"","0","Check an existing user update, without email field","API Tests","2026-09-01","failed","2026-09-01","Update Users","Users","",""
"","211","Check invalid retrieving user profile: ","API Tests","2026-09-01","passed","2026-09-01","Retrieving User Profile","Auth","",""
"","0","Check an existing user deletion","API Tests","2026-09-01","failed","2026-09-01","Delete Users","Users","",""
"","196","Check get a non-existing category by slug","API Tests","2026-09-01","passed","2026-09-01","Get Categories","Categories","",""
"","194","Check get a non-existing user ","API Tests","2026-09-01","passed","2026-09-01","Get Users","Users","",""
"","196","Check invalid user login: email field is null","API Tests","2026-09-01","passed","2026-09-01","User Login","Auth","",""
"","1797","Check a new category creation category without whitespaces","API Tests","2026-09-01","failed","2026-09-01","Create Categories","Categories","",""
"","1879","Check a new user creation","API Tests","2026-09-01","failed","2026-09-01","Create Users","Users","",""
"","0","Check get all products","API Tests","2026-09-01","failed","2026-09-01","Get Products","Products","",""
"","0","Check an existing category deletion","API Tests","2026-09-01","failed","2026-09-01","Delete Categories","Categories","",""
"","1758","Check a non-existing user update","API Tests","2026-09-01","failed","2026-09-01","Update Users","Users","",""
"","0","Create a new product creation","API Tests","2026-09-01","failed","2026-09-01","Create Products","Products","",""
"","209","Check invalid retrieving user profile: ","API Tests","2026-09-01","passed","2026-09-01","Retrieving User Profile","Auth","",""
"","0","Check an existing category update, without name field","API Tests","2026-09-01","failed","2026-09-01","Update Categories","Categories","",""
"","0","Check an existing user update, with all body fields","API Tests","2026-09-01","failed","2026-09-01","Update Users","Users","",""
"","0","Check an existing product deletion","API Tests","2026-09-01","failed","2026-09-01","Delete Products","Products","",""
"","0","Check an existing category update, with all body fields","API Tests","2026-09-01","failed","2026-09-01","Update Categories","Categories","",""
"","260","Check get products with offset query param","API Tests","2026-09-01","passed","2026-09-01","Get Products","Products","",""
"","0","Check get user information","API Tests","2026-09-01","failed","2026-09-01","Get Users","Users","",""
"","194","Check a non-existing product deletion","API Tests","2026-09-01","passed","2026-09-01","Delete Products","Products","",""
"","194","Check get products with limit query param","API Tests","2026-09-01","passed","2026-09-01","Get Products","Products","",""
"","1663","Check a non-existing user update","API Tests","2026-09-01","failed","2026-09-01","Update Categories","Categories","",""
"","0","Check get products related by: slug","API Tests","2026-09-01","failed","2026-09-01","Get Products","Products","",""
"","195","Check get a non-existing product by slug","API Tests","2026-09-01","passed","2026-09-01","Get Products","Products","",""
"","193","Check a non-existing user deletion","API Tests","2026-09-01","passed","2026-09-01","Delete Users","Users","",""
"","207","Check get a non-existing category by id","API Tests","2026-09-01","passed","2026-09-01","Get Categories","Categories","",""
"","0","Check an existing product update","API Tests","2026-09-01","skipped","2026-09-01","Update Products","Products","",""
"","228","Check get list of all users","API Tests","2026-09-01","passed","2026-09-01","Get Users","Users","",""
"","0","Check get all products by category when category have 0 products","API Tests","2026-09-01","failed","2026-09-01","Get Categories","Categories","",""
"","0","Check retrieving user profile","API Tests","2026-09-01","failed","2026-09-01","Retrieving User Profile","Auth","",""
"","0","Check an existing category update, without image field","API Tests","2026-09-01","failed","2026-09-01","Update Categories","Categories","",""
"","0","Check an existing user update, without name","API Tests","2026-09-01","failed","2026-09-01","Update Users","Users","",""
"","0","Check get product by ID","API Tests","2026-09-01","failed","2026-09-01","Get Products","Products","",""
"","192","Check a non-existing category deletion","API Tests","2026-09-01","passed","2026-09-01","Delete Categories","Categories","",""
"","0","Check refresh access token","API Tests","2026-09-01","failed","2026-09-01","Refreshing Access Token","Auth","",""
"","212","Check invalid user login: non-existent email value","API Tests","2026-09-01","passed","2026-09-01","User Login","Auth","",""
"","195","Check invalid user login: non email as email field value","API Tests","2026-09-01","passed","2026-09-01","User Login","Auth","",""
"","198","Check get products with limit and offset query param","API Tests","2026-09-01","passed","2026-09-01","Get Products","Products","",""
"","0","Check login as user","API Tests","2026-09-01","failed","2026-09-01","User Login","Auth","",""
"","1653","Check a new category creation category with whitespaces","API Tests","2026-09-01","failed","2026-09-01","Create Categories","Categories","",""
"","0","Check get list of all categories","API Tests","2026-09-01","failed","2026-09-01","Get Categories","Categories","",""
"","0","Check get all products by category","API Tests","2026-09-01","failed","2026-09-01","Get Categories","Categories","",""
"","0","Check get products related by: id","API Tests","2026-09-01","failed","2026-09-01","Get Products","Products","",""
